pocket,tanimoto,recall,error
complex_000063,0.25,0.25,
complex_000063,0.21428571428571427,0.375,
complex_000063,0.21428571428571427,0.375,
complex_000063,0.18181818181818182,0.25,
complex_000063,0.125,0.125,
complex_000063,0.35714285714285715,0.625,
complex_000063,0.3076923076923077,0.5,
complex_000063,0.3333333333333333,0.375,
complex_000063,0.2222222222222222,0.25,
complex_000063,0.13636363636363635,0.375,
complex_000063,0.25,0.25,
complex_000063,0.375,0.375,
complex_000063,0.2222222222222222,0.25,
complex_000063,0.2222222222222222,0.25,
complex_000063,0.25,0.25,
complex_000063,0.2857142857142857,0.5,
complex_000063,0.36363636363636365,0.5,
complex_000063,0.5,0.5,
complex_000063,0.375,0.375,
complex_000063,0.14285714285714285,0.25,
complex_000063,0.4,0.5,
complex_000063,0.18181818181818182,0.25,
complex_000063,0.3,0.375,
complex_000063,0.3076923076923077,0.5,
complex_000063,0.23076923076923078,0.375,
complex_000063,0.6666666666666666,0.75,
complex_000063,0.21428571428571427,0.375,
complex_000063,0.26666666666666666,0.5,
complex_000063,0.25,0.375,
complex_000063,0.4166666666666667,0.625,
complex_000063,0.25,0.25,
complex_000063,0.2,0.25,
complex_000063,0.3125,0.625,
complex_000063,0.3333333333333333,0.375,
complex_000063,0.18181818181818182,0.25,
complex_000063,0.125,0.125,
complex_000063,0.5,0.5,
complex_000063,0.4444444444444444,0.5,
complex_000063,0.36363636363636365,0.5,
complex_000063,0.5454545454545454,0.75,
complex_000063,0.4444444444444444,0.5,
complex_000063,0.15384615384615385,0.25,
complex_000063,0.23076923076923078,0.375,
complex_000063,0.21052631578947367,0.5,
complex_000063,0.2222222222222222,0.25,
complex_000063,0.4,0.5,
complex_000063,0.25,0.25,
complex_000063,0.75,0.75,
complex_000063,0.5,0.5,
complex_000063,0.4,0.5,
complex_000063,0.2,0.5,
complex_000063,0.23076923076923078,0.375,
complex_000063,0.2,0.25,
complex_000063,0.2222222222222222,0.25,
complex_000063,0.4,0.5,
complex_000063,0.5,0.625,
complex_000063,0.3,0.375,
complex_000063,0.375,0.375,
complex_000063,0.125,0.125,
complex_000063,0.375,0.375,
complex_000063,0.2222222222222222,0.5,
complex_000063,0.25,0.25,
complex_000063,0.21052631578947367,0.5,
complex_000063,0.25,0.25,
complex_000063,0.2,0.375,
complex_000063,0.25,0.25,
complex_000063,0.26666666666666666,0.5,
complex_000063,0.15384615384615385,0.25,
complex_000063,0.2,0.375,
complex_000063,0.21428571428571427,0.375,
complex_000063,0.25,0.25,
complex_000063,0.5555555555555556,0.625,
complex_000063,0.23529411764705882,0.5,
complex_000063,0.35294117647058826,0.75,
complex_000063,0.38461538461538464,0.625,
complex_000063,0.25,0.25,
complex_000063,0.36363636363636365,0.5,
complex_000063,0.17647058823529413,0.375,
complex_000063,0.25,0.375,
complex_000063,0.3333333333333333,0.375,
complex_000063,0.3076923076923077,0.5,
complex_000063,0.21428571428571427,0.375,
complex_000063,0.16666666666666666,0.375,
complex_000063,0.21052631578947367,0.5,
complex_000063,0.4444444444444444,0.5,
complex_000063,0.25,0.25,
complex_000069,0.4444444444444444,0.5333333333333333,
complex_000069,0.2,0.2,
complex_000069,0.22727272727272727,0.3333333333333333,
complex_000069,0.5625,0.6,
complex_000069,0.29411764705882354,0.3333333333333333,
complex_000069,0.2222222222222222,0.26666666666666666,
complex_000069,0.47619047619047616,0.6666666666666666,
complex_000069,0.3888888888888889,0.4666666666666667,
complex_000069,0.3333333333333333,0.4666666666666667,
complex_000069,0.3157894736842105,0.4,
complex_000069,0.391304347826087,0.6,
complex_000069,0.23529411764705882,0.26666666666666666,
complex_000069,0.3125,0.3333333333333333,
complex_000069,0.38095238095238093,0.5333333333333333,
complex_000069,0.47058823529411764,0.5333333333333333,
